gene_id	gene_name	npeaks_ve	npeaks_tx	npeaks_diff	fpmk_48h	fpmk_con	fpmk_diff
ENSG00000109534	GAR1	1	0	1	5.73	9.98	4.25
ENSG00000179387	ELMOD2	1	0	1	5	12.45	7.45
ENSG00000156140	ADAMTS3	1	0	1	1.01	1.4	0.39
ENSG00000171476	HOPX	1	0	1	0.31	0.56	0.25
ENSG00000173085	COQ2	1	0	1	9.05	10.64	1.59
ENSG00000273472	AC096733.2	1	0	1	0.91	1	0.09
ENSG00000152990	ADGRA3	1	0	1	2.39	7.6	5.21
ENSG00000118762	PKD2	1	0	1	0.36	1.78	1.42
ENSG00000164056	SPRY1	1	0	1	2.15	5.49	3.34
ENSG00000087128	TMPRSS11E	1	0	1	0.29	1.97	1.68
ENSG00000249948	GBA3	1	0	1	0.74	1.21	0.47
ENSG00000196620	UGT2B15	1	0	1	0.04	0.22	0.18
ENSG00000248837	AC097512.1	1	0	1	0.53	1.48	0.95
ENSG00000145390	USP53	1	0	1	2.74	6.29	3.55
ENSG00000145331	TRMT10A	1	0	1	3.46	5.25	1.79
ENSG00000151458	ANKRD50	1	0	1	1.5	1.54	0.04
ENSG00000164096	C4orf3	1	0	1	11.78	17.98	6.2
ENSG00000196810	CTBP1-DT	1	0	1	2.94	16.76	13.82
ENSG00000142731	PLK4	1	0	1	7.63	10.52	2.89
ENSG00000171497	PPID	1	0	1	4.9	23.18	18.28
ENSG00000250312	ZNF718	1	0	1	0.71	1.21	0.5
ENSG00000164109	MAD2L1	1	0	1	18.52	19.41	0.890000000000001
ENSG00000145358	DDIT4L	1	0	1	0.34	0.84	0.5
ENSG00000129128	SPCS3	1	0	1	12.21	18.3	6.09
ENSG00000251595	ABCA11P	1	0	1	0.54	1.41	0.87
ENSG00000281016	AC092574.2	1	0	1	0.12	0.13	0.01
ENSG00000151806	GUF1	1	0	1	4.86	8.81	3.95
ENSG00000163281	GNPDA2	1	0	1	7.63	10.51	2.88
ENSG00000245112	SMARCA5-AS1	1	0	1	3.36	5.33	1.97
ENSG00000254531	AP001816.1	1	0	1	86.16	126.59	40.43
ENSG00000184160	ADRA2C	1	0	1	0.28	0.56	0.28
ENSG00000251669	FAM86EP	1	0	1	1.84	3.2	1.36
ENSG00000164164	OTUD4	1	0	1	7.19	7.59	0.399999999999999
ENSG00000284727	AC116562.4	1	0	1	0.23	0.45	0.22
ENSG00000164163	ABCE1	1	0	1	21.68	34.58	12.9
ENSG00000123737	EXOSC9	1	0	1	18.85	23.06	4.21
ENSG00000179010	MRFAP1	1	0	1	71.79	89.91	18.12
ENSG00000132406	TMEM128	1	0	1	4.7	5.45	0.75
ENSG00000145220	LYAR	1	0	1	11.86	21.74	9.88
ENSG00000178988	MRFAP1L1	1	0	1	15.37	20.19	4.82
ENSG00000186222	BLOC1S4	1	0	1	4.14	5.52	1.38
ENSG00000270265	AC104819.3	1	0	1	0.53	1.27	0.74
ENSG00000163291	PAQR3	1	0	1	2.96	4.84	1.88
ENSG00000168818	STX18	1	0	1	7.95	15.87	7.92
ENSG00000164306	PRIMPOL	1	0	1	4.22	10.6	6.38
ENSG00000169019	COMMD8	1	0	1	3.71	5.41	1.7
ENSG00000248771	SMIM31	1	0	1	0.13	0.17	0.04
ENSG00000250486	FAM218A	1	0	1	0.99	2.27	1.28
ENSG00000164038	SLC9B2	1	0	1	1.57	7.49	5.92
ENSG00000056050	HPF1	1	0	1	12.55	13.44	0.889999999999999
ENSG00000182552	RWDD4	1	0	1	13.76	15.05	1.29
ENSG00000268471	MIR4453HG	1	0	1	2.08	2.27	0.19
ENSG00000109536	FRG1	1	0	1	18.13	21.54	3.41
ENSG00000151470	C4orf33	1	0	1	3.96	7.22	3.26
ENSG00000271646	AC099343.3	1	0	1	0.89	3.93	3.04
ENSG00000170917	NUDT6	1	0	1	2.09	3.49	1.4
ENSG00000163322	ABRAXAS1	1	0	1	1.39	2.1	0.71
ENSG00000151729	SLC25A4	1	0	1	18.9	29.09	10.19
ENSG00000164105	SAP30	1	0	1	4.83	10.93	6.1
ENSG00000272870	AC097534.2	1	0	1	0.21	3.63	3.42
ENSG00000186352	ANKRD37	1	0	1	13.23	18.77	5.54
ENSG00000048342	CC2D2A	1	0	1	2.35	3.02	0.67
ENSG00000138646	HERC5	1	0	1	0.66	1.55	0.89
ENSG00000174749	FAM241A	1	0	1	0.77	1.41	0.64
ENSG00000169762	TAPT1	1	0	1	4.69	5.79	1.1
ENSG00000174720	LARP7	1	0	1	20.13	37.62	17.49
ENSG00000145337	PYURF	1	0	1	27.66	32.83	5.17
ENSG00000269559	AC093677.2	1	0	1	0.14	0.2	0.06
ENSG00000138750	NUP54	1	0	1	13.28	19.98	6.7
ENSG00000151611	MMAA	1	0	1	3.53	3.69	0.16
ENSG00000109189	USP46	1	0	1	8.54	10.07	1.53
ENSG00000164114	MAP9	1	0	1	3.68	10.78	7.1
ENSG00000164167	LSM6	1	0	1	8.45	18.63	10.18
ENSG00000248866	USP46-AS1	1	0	1	0.53	3.04	2.51
ENSG00000226950	DANCR	1	0	1	169.22	242.16	72.94
ENSG00000226887	ERVMER34-1	1	0	1	4.46	12.73	8.27
ENSG00000128045	RASL11B	1	0	1	0.05	0.46	0.41
ENSG00000002549	LAP3	1	0	1	31.55	35.54	3.99
ENSG00000163257	DCAF16	1	0	1	9.35	13.25	3.9
ENSG00000109805	NCAPG	1	0	1	5.25	14.76	9.51
ENSG00000180346	TIGD2	1	0	1	3.77	4.65	0.88
ENSG00000164169	PRMT9	1	0	1	2.71	3.17	0.46
ENSG00000109220	CHIC2	1	0	1	4.85	5.05	0.2
ENSG00000186212	SOWAHB	1	0	1	1.77	2.06	0.29
ENSG00000174808	BTC	1	0	1	0.03	0.15	0.12
ENSG00000256043	CTSO	1	0	1	0.97	2.15	1.18
ENSG00000145476	CYP4V2	1	0	1	4.78	10.84	6.06
ENSG00000112874	NUDT12	1	0	1	5.31	7.47	2.16
ENSG00000284336	MIR2277	1	0	1	0.02	2.84	2.82
ENSG00000145723	GIN1	1	0	1	2.02	3.41	1.39
ENSG00000247877	AC021086.1	1	0	1	0.06	1.01	0.95
ENSG00000164366	CCDC127	1	0	1	1.83	2.56	0.73
ENSG00000145861	C1QTNF2	1	0	1	0.19	0.3	0.11
ENSG00000248925	AC021087.1	1	0	1	0.37	0.75	0.38
ENSG00000066583	ISOC1	1	0	1	13.94	18.32	4.38
ENSG00000272081	AC008972.2	1	0	1	0.59	1.2	0.61
ENSG00000038274	MAT2B	1	0	1	13.23	13.76	0.529999999999999
ENSG00000272347	AC116351.2	1	0	1	0.06	0.17	0.11
ENSG00000134352	IL6ST	1	0	1	9.62	17.03	7.41
ENSG00000249825	AC012636.1	1	0	1	0.03	0.25	0.22
ENSG00000157111	TMEM171	1	0	1	0.68	1.34	0.66
ENSG00000272525	AC099522.2	1	0	1	2.9	3.47	0.57
ENSG00000112981	NME5	1	0	1	1.55	2.71	1.16
ENSG00000170571	EMB	1	0	1	8.08	18.56	10.48
ENSG00000051596	THOC3	1	0	1	28.41	28.97	0.559999999999999
ENSG00000221990	EXOC3-AS1	1	0	1	4.37	11.47	7.1
ENSG00000152380	FAM151B	1	0	1	1.56	3.51	1.95
ENSG00000205089	CCNI2	1	0	1	0.4	0.41	0.00999999999999995
ENSG00000055147	FAM114A2	1	0	1	5.12	10.07	4.95
ENSG00000164187	LMBRD2	1	0	1	1.92	7.22	5.3
ENSG00000188242	AC010442.1	1	0	1	12.6	29.03	16.43
ENSG00000145604	SKP2	1	0	1	11.39	21.98	10.59
ENSG00000072786	STK10	1	0	1	3.95	4.46	0.51
ENSG00000196570	PFN3	1	0	1	0.18	0.19	0.01
ENSG00000249352	LINC02198	1	0	1	1.04	2.23	1.19
ENSG00000272086	AC025181.2	1	0	1	0.93	2.01	1.08
ENSG00000198944	SOWAHA	1	0	1	0.08	0.23	0.15
ENSG00000249116	AC025183.1	1	0	1	2.33	7.11	4.78
ENSG00000280187	AC022107.1	1	0	1	0.92	4.55	3.63
ENSG00000164404	GDF9	1	0	1	0.2	1.86	1.66
ENSG00000175416	CLTB	1	0	1	60.31	70.68	10.37
ENSG00000131730	CKMT2	1	0	1	0.13	0.49	0.36
ENSG00000280161	AC022413.1	1	0	1	1.41	1.62	0.21
ENSG00000079215	SLC1A3	1	0	1	0.74	1.82	1.08
ENSG00000185986	SDHAP3	1	0	1	0.83	3.13	2.3
ENSG00000271119	AC026412.3	1	0	1	0.16	0.91	0.75
ENSG00000188002	AC026412.1	1	0	1	15.13	21.16	6.03
ENSG00000279584	AC005593.1	1	0	1	0.19	0.38	0.19
ENSG00000285967	NIPBL-DT	1	0	1	0.9	2.53	1.63
ENSG00000198780	FAM169A	1	0	1	0.59	0.99	0.4
ENSG00000196670	ZFP62	1	0	1	8.21	15.17	6.96
ENSG00000271714	AC010501.2	1	0	1	0.07	0.65	0.58
ENSG00000181104	F2R	1	0	1	2.62	5.39	2.77
ENSG00000133302	SLF1	1	0	1	4.42	7.32	2.9
ENSG00000164620	RELL2	1	0	1	11.4	17.17	5.77
ENSG00000197948	FCHSD1	1	0	1	2.03	3.02	0.99
ENSG00000261360	AC010491.1	1	0	1	0.58	0.95	0.37
ENSG00000040275	SPDL1	1	0	1	6.15	17.18	11.03
ENSG00000113583	C5orf15	1	0	1	42.32	58.84	16.52
ENSG00000249485	RBBP4P1	1	0	1	0.19	0.39	0.2
ENSG00000250900	AC008443.6	1	0	1	0.32	0.33	0.01
ENSG00000272057	AC016575.1	1	0	1	0.26	0.53	0.27
ENSG00000271737	AC008608.2	1	0	1	9.3	10.68	1.38
ENSG00000237190	CDKN2AIPNL	1	0	1	17.28	20.56	3.28
ENSG00000153140	CETN3	1	0	1	20.6	25.46	4.86
ENSG00000037474	NSUN2	1	0	1	15.99	34.56	18.57
ENSG00000081791	DELE1	1	0	1	37.24	40.55	3.31
ENSG00000248668	OXCT1-AS1	1	0	1	0.88	1.27	0.39
ENSG00000164209	SLC25A46	1	0	1	4.44	12.11	7.67
ENSG00000113356	POLR3G	1	0	1	6.99	11.07	4.08
ENSG00000048140	TSPAN17	1	0	1	10.36	20.74	10.38
ENSG00000183654	MARCH11	1	0	1	0.05	0.21	0.16
ENSG00000183718	TRIM52	1	0	1	5.37	5.78	0.41
ENSG00000270177	AC104109.2	1	0	1	0.26	2.35	2.09
ENSG00000013561	RNF14	1	0	1	23.94	29.71	5.77
ENSG00000250415	AC022113.1	1	0	1	0.13	0.27	0.14
ENSG00000177879	AP3S1	1	0	1	21.51	26.07	4.56
ENSG00000226259	GTF2H2B	1	0	1	29.76	62.31	32.55
ENSG00000164182	NDUFAF2	1	0	1	40.33	41.11	0.780000000000001
ENSG00000188725	SMIM15	1	0	1	24.95	25.63	0.68
ENSG00000205765	C5orf51	1	0	1	8.18	10.78	2.6
ENSG00000113621	TXNDC15	1	0	1	13.52	16.49	2.97
ENSG00000170469	SPATA24	1	0	1	2.52	3.62	1.1
ENSG00000151876	FBXO4	1	0	1	3.49	6.72	3.23
ENSG00000122008	POLK	1	0	1	9.18	12.02	2.84
ENSG00000248103	AC008443.3	1	0	1	0.39	1.02	0.63
ENSG00000270021	AC026691.1	1	0	1	0.77	1.09	0.32
ENSG00000113648	H2AFY	1	0	1	197.38	213.86	16.48
ENSG00000271918	AC034236.2	1	0	1	0.75	1.78	1.03
ENSG00000124279	FASTKD3	1	0	1	4.23	5.48	1.25
ENSG00000171720	HDAC3	1	0	1	32.51	34.87	2.36
ENSG00000152931	PART1	1	0	1	0.88	3.62	2.74
ENSG00000134987	WDR36	1	0	1	7.2	8.68	1.48
ENSG00000183474	GTF2H2C	1	0	1	33.28	80.03	46.75
ENSG00000176087	SLC35A4	1	0	1	33.78	67.98	34.2
ENSG00000246596	AC139795.1	1	0	1	0.5	1.4	0.9
ENSG00000247796	AC008966.1	1	0	1	0.99	3.58	2.59
ENSG00000164172	MOCS2	1	0	1	12.87	27.53	14.66
ENSG00000035499	DEPDC1B	1	0	1	23.2	24.83	1.63
ENSG00000150756	ATPSCKMT	1	0	1	3.24	6.22	2.98
ENSG00000217416	ISCA1P1	1	0	1	4.13	8.59	4.46
ENSG00000164197	RNF180	1	0	1	0.37	0.65	0.28
ENSG00000164241	C5orf63	1	0	1	4.18	5.8	1.62
ENSG00000151881	TMEM267	1	0	1	4.35	5.4	1.05
ENSG00000249492	AC114956.3	1	0	1	0.29	0.81	0.52
ENSG00000172244	C5orf34	1	0	1	2.87	5.29	2.42
ENSG00000113119	TMCO6	1	0	1	10.65	18.12	7.47
ENSG00000249129	SUDS3P1	1	0	1	0.2	0.38	0.18
ENSG00000172239	PAIP1	1	0	1	50.5	53.78	3.28
ENSG00000145882	PCYOX1L	1	0	1	11	17.01	6.01
ENSG00000259802	AC012640.2	1	0	1	3.29	9.43	6.14
ENSG00000113593	PPWD1	1	0	1	6.92	11.55	4.63
ENSG00000198624	CCDC69	1	0	1	1.4	3.3	1.9
ENSG00000064651	SLC12A2	1	0	1	2.26	4.58	2.32
ENSG00000049883	PTCD2	1	0	1	4.29	4.8	0.51
ENSG00000164291	ARSK	1	0	1	1.33	2.39	1.06
ENSG00000067248	DHX29	1	0	1	7.99	10.77	2.78
ENSG00000086570	FAT2	1	0	1	0.02	0.14	0.12
ENSG00000275765	AC091982.3	1	0	1	3.49	7.12	3.63
ENSG00000129625	REEP5	1	0	1	69.12	72.84	3.72
ENSG00000153037	SRP19	1	0	1	52.84	54.61	1.77
ENSG00000197451	HNRNPAB	1	0	1	38.77	74.13	35.36
ENSG00000113594	LIFR	1	0	1	2.06	2.6	0.54
ENSG00000152422	XRCC4	1	0	1	2.82	5.1	2.28
ENSG00000269961	AC010359.2	1	0	1	0.38	0.58	0.2
ENSG00000113522	RAD50	1	0	1	6.97	12.09	5.12
ENSG00000113525	IL5	1	0	1	0.2	0.51	0.31
ENSG00000256235	SMIM3	1	0	1	0.91	2.45	1.54
ENSG00000145908	ZNF300	1	0	1	2.47	3.94	1.47
ENSG00000250420	AACSP1	1	0	1	0.19	0.87	0.68
ENSG00000245556	SCAMP1-AS1	1	0	1	3.43	4.99	1.56
ENSG00000204659	CBY3	1	0	1	0.32	1.82	1.5
ENSG00000234284	ZNF879	1	0	1	0.18	1.05	0.87
ENSG00000085365	SCAMP1	1	0	1	35.9	36.09	0.190000000000005
ENSG00000047188	YTHDC2	1	0	1	5.55	10.96	5.41
ENSG00000113282	CLINT1	1	0	1	25.7	32.69	6.99
ENSG00000213316	LTC4S	1	0	1	2.05	2.58	0.53
ENSG00000272323	AC026801.2	1	0	1	0.64	1.53	0.89
ENSG00000164332	UBLCP1	1	0	1	10.05	11.26	1.21
ENSG00000271797	AC008494.3	1	0	1	0.11	0.57	0.46
ENSG00000161010	MRNIP	1	0	1	7.58	12.24	4.66
ENSG00000168724	DNAJC21	1	0	1	20.42	24.68	4.26
ENSG00000164221	CCDC112	1	0	1	22.8	24.99	2.19
ENSG00000226650	KIF4B	1	0	1	0.06	0.12	0.06
ENSG00000134480	CCNH	1	0	1	73.39	96.98	23.59
ENSG00000247828	TMEM161B-AS1	1	0	1	2.03	8.49	6.46
ENSG00000112578	BYSL	1	0	1	14.48	17.72	3.24
ENSG00000217862	HIST1H4PS1	1	0	1	0.4	1.65	1.25
ENSG00000137414	FAM8A1	1	0	1	14.99	20.48	5.49
ENSG00000278828	HIST1H3H	1	0	1	9.52	12.1	2.58
ENSG00000276903	HIST1H2AL	1	0	1	0.51	0.78	0.27
ENSG00000275221	HIST1H2AK	1	0	1	1.61	2.4	0.79
ENSG00000278677	HIST1H2AM	1	0	1	4.07	7.15	3.08
ENSG00000197238	HIST1H4J	1	0	1	1.55	2.75	1.2
ENSG00000274641	HIST1H2BO	1	0	1	1.76	1.91	0.15
ENSG00000243753	HLA-L	1	0	1	0.35	1.75	1.4
ENSG00000146425	DYNLT1	1	0	1	12.58	19.51	6.93
ENSG00000118518	RNF146	1	0	1	2.39	4.84	2.45
ENSG00000261189	AL031058.1	1	0	1	0.31	1.17	0.86
ENSG00000047932	GOPC	1	0	1	3.13	4.78	1.65
ENSG00000272269	AL138724.1	1	0	1	1.52	2.84	1.32
ENSG00000213654	GPSM3	1	0	1	0.23	0.9	0.67
ENSG00000186439	TRDN	1	0	1	0.02	0.16	0.14
ENSG00000176933	TOB2P1	1	0	1	2.04	4.45	2.41
ENSG00000112773	TENT5A	1	0	1	0.02	0.31	0.29
ENSG00000197062	ZSCAN26	1	0	1	1.12	2.71	1.59
ENSG00000270638	AL023806.1	1	0	1	0.15	0.47	0.32
ENSG00000124786	SLC35B3	1	0	1	1	3.39	2.39
ENSG00000235109	ZSCAN31	1	0	1	0.57	0.92	0.35
ENSG00000204356	NELFE	1	0	1	76.55	81.78	5.23
ENSG00000060762	MPC1	1	0	1	15.61	20.97	5.36
ENSG00000158691	ZSCAN12	1	0	1	0.67	1.47	0.8
ENSG00000272277	AL031963.3	1	0	1	0.77	1.46	0.69
ENSG00000187566	NHLRC1	1	0	1	0.72	2.88	2.16
ENSG00000112706	IMPG1	1	0	1	0.11	0.28	0.17
ENSG00000013392	RWDD2A	1	0	1	2.16	6.11	3.95
ENSG00000216775	AL109918.1	1	0	1	4.41	7.41	3
ENSG00000204261	PSMB8-AS1	1	0	1	0.23	0.67	0.44
ENSG00000204264	PSMB8	1	0	1	1.82	1.84	0.02
ENSG00000285278	TFAP2A-AS2	1	0	1	0.44	1.17	0.73
ENSG00000145945	FAM50B	1	0	1	6.89	7.48	0.590000000000001
ENSG00000112110	MRPL18	1	0	1	41.77	58.02	16.25
ENSG00000204536	CCHCR1	1	0	1	13.82	15.43	1.61
ENSG00000079950	STX7	1	0	1	8.76	9.89	1.13
ENSG00000223837	AL645941.1	1	0	1	0.3	0.92	0.62
ENSG00000168116	KIAA1586	1	0	1	1.73	6.01	4.28
ENSG00000204390	HSPA1L	1	0	1	0.15	0.77	0.62
ENSG00000204388	HSPA1B	1	0	1	30.84	56.98	26.14
ENSG00000135318	NT5E	1	0	1	0.09	0.19	0.1
ENSG00000279114	Z99129.3	1	0	1	0.01	0.03	0.02
ENSG00000170899	GSTA4	1	0	1	6.34	8.82	2.48
ENSG00000112208	BAG2	1	0	1	4.07	5.91	1.84
ENSG00000198221	AFDN-DT	1	0	1	0.08	0.2	0.12
ENSG00000096063	SRPK1	1	0	1	18.29	39.26	20.97
ENSG00000187189	TSPYL4	1	0	1	8.13	17.62	9.49
ENSG00000189241	TSPYL1	1	0	1	20.94	28.74	7.8
ENSG00000124602	UNC5CL	1	0	1	0.14	0.43	0.29
ENSG00000217325	PRELID1P1	1	0	1	1.33	1.61	0.28
ENSG00000215190	LINC00680	1	0	1	0.49	1.02	0.53
ENSG00000283352	AL021368.4	1	0	1	0.24	1.77	1.53
ENSG00000225793	AL080250.1	1	0	1	0.22	0.33	0.11
ENSG00000124787	RPP40	1	0	1	11.74	14.27	2.53
ENSG00000183137	CEP57L1	1	0	1	7.98	10.04	2.06
ENSG00000272462	U91328.1	1	0	1	0.44	0.84	0.4
ENSG00000112343	TRIM38	1	0	1	0.92	1.46	0.54
ENSG00000204516	MICB	1	0	1	0.16	0.53	0.37
ENSG00000275714	HIST1H3A	1	0	1	0.24	0.49	0.25
ENSG00000266680	AL135905.1	1	0	1	0.06	1.38	1.32
ENSG00000196911	KPNA5	1	0	1	1.24	1.71	0.47
ENSG00000010704	HFE	1	0	1	1.61	2.79	1.18
ENSG00000231769	AL035701.1	1	0	1	0.42	1.49	1.07
ENSG00000001561	ENPP4	1	0	1	4.08	5.16	1.08
ENSG00000112796	ENPP5	1	0	1	3.31	5.93	2.62
ENSG00000124574	ABCC10	1	0	1	5.65	5.81	0.159999999999999
ENSG00000146070	PLA2G7	1	0	1	0.57	2.17	1.6
ENSG00000153291	SLC25A27	1	0	1	2.47	5.55	3.08
ENSG00000034693	PEX3	1	0	1	5.87	15.51	9.64
ENSG00000135341	MAP3K7	1	0	1	1.8	2.81	1.01
ENSG00000124549	BTN2A3P	1	0	1	0.4	1.92	1.52
ENSG00000135338	LCA5	1	0	1	0.12	0.48	0.36
ENSG00000065615	CYB5R4	1	0	1	3.22	6.22	3
ENSG00000111801	BTN3A3	1	0	1	3.33	4.73	1.4
ENSG00000219470	AL355802.1	1	0	1	0.29	2.53	2.24
ENSG00000135521	LTV1	1	0	1	7.41	12.81	5.4
ENSG00000181577	C6orf223	1	0	1	0.11	0.16	0.05
ENSG00000270761	AL355353.1	1	0	1	0.93	2.53	1.6
ENSG00000285844	FO393414.3	1	0	1	0.02	0.07	0.05
ENSG00000261366	MANEA-DT	1	0	1	0.16	0.28	0.12
ENSG00000172469	MANEA	1	0	1	4.86	7.66	2.8
ENSG00000014123	UFL1	1	0	1	6.8	10.91	4.11
ENSG00000232389	AL583856.1	1	0	1	0.09	0.19	0.1
ENSG00000276180	HIST1H4I	1	0	1	3.52	3.58	0.0600000000000001
ENSG00000197903	HIST1H2BK	1	0	1	64.24	90.98	26.74
ENSG00000196230	TUBB	1	0	1	572.35	797.52	225.17
ENSG00000112218	GPR63	1	0	1	0.56	0.65	0.09
ENSG00000119900	OGFRL1	1	0	1	4.38	7.08	2.7
ENSG00000233237	LINC00472	1	0	1	0.11	0.25	0.14
ENSG00000031691	CENPQ	1	0	1	4.06	9.38	5.32
ENSG00000168298	HIST1H1E	1	0	1	0.62	1.01	0.39
ENSG00000277224	HIST1H2BF	1	0	1	0.48	0.54	0.0600000000000001
ENSG00000276966	HIST1H4E	1	0	1	0.3	0.5	0.2
ENSG00000080007	DDX43	1	0	1	0.51	1.09	0.58
ENSG00000124535	WRNIP1	1	0	1	25.04	30.97	5.93
ENSG00000204439	C6orf47	1	0	1	4.92	5.85	0.93
ENSG00000169976	SF3B5	1	0	1	81.75	84.76	3.01000000000001
ENSG00000124743	KLHL31	1	0	1	0.04	0.31	0.27
ENSG00000263020	AL662899.2	1	0	1	1.43	6	4.57
ENSG00000135587	SMPD2	1	0	1	9.77	14.44	4.67
ENSG00000137200	CMTR1	1	0	1	9.88	12.21	2.33
ENSG00000204428	LY6G5C	1	0	1	0.14	0.18	0.04
ENSG00000188994	ZNF292	1	0	1	1.08	1.94	0.86
ENSG00000112234	FBXL4	1	0	1	4.01	4.45	0.44
ENSG00000130347	RTN4IP1	1	0	1	1.07	6.17	5.1
ENSG00000227758	AL645939.2	1	0	1	0.5	1.51	1.01
ENSG00000204427	ABHD16A	1	0	1	9	13.72	4.72
ENSG00000164414	SLC35A1	1	0	1	0.71	0.99	0.28
ENSG00000055211	GINM1	1	0	1	9.25	10.76	1.51
ENSG00000260000	AL133338.1	1	0	1	0.72	3.47	2.75
ENSG00000132424	PNISR	1	0	1	22.58	24.53	1.95
ENSG00000112237	CCNC	1	0	1	9.36	14.81	5.45
ENSG00000285799	AL645929.3	1	0	1	0.03	0.19	0.16
ENSG00000206341	HLA-H	1	0	1	0.77	1.05	0.28
ENSG00000227262	HCG4B	1	0	1	0.07	0.64	0.57
ENSG00000230521	AL645929.1	1	0	1	0.09	0.29	0.2
ENSG00000124713	GNMT	1	0	1	21.76	30.53	8.77
ENSG00000278899	AL358852.1	1	0	1	0.31	0.89	0.58
ENSG00000156711	MAPK13	1	0	1	15.99	17.4	1.41
ENSG00000272476	AL024507.2	1	0	1	0.31	0.64	0.33
ENSG00000112294	ALDH5A1	1	0	1	2.86	3.54	0.68
ENSG00000096070	BRPF3	1	0	1	20.59	24.32	3.73
ENSG00000124532	MRS2	1	0	1	10.42	17.9	7.48
ENSG00000272189	AL024508.2	1	0	1	0.57	6.41	5.84
ENSG00000268592	AL355312.3	1	0	1	0.47	0.82	0.35
ENSG00000135336	ORC3	1	0	1	5.16	5.45	0.29
ENSG00000204227	RING1	1	0	1	23.12	26.69	3.57
ENSG00000231889	TRAF3IP2-AS1	1	0	1	0.75	0.81	0.0600000000000001
ENSG00000111880	RNGTT	1	0	1	2.12	2.29	0.17
ENSG00000112079	STK38	1	0	1	2.29	8.86	6.57
ENSG00000111802	TDP2	1	0	1	10.48	12.01	1.53
ENSG00000112304	ACOT13	1	0	1	35.07	50.16	15.09
ENSG00000204315	FKBPL	1	0	1	3.11	3.72	0.61
ENSG00000112312	GMNN	1	0	1	22.84	38.22	15.38
ENSG00000272848	AL135910.1	1	0	1	0.06	0.11	0.05
ENSG00000272841	AL139393.3	1	0	1	0.21	0.93	0.72
ENSG00000112167	SAYSD1	1	0	1	5.57	12.92	7.35
ENSG00000164626	KCNK5	1	0	1	0.78	2.51	1.73
ENSG00000185127	C6orf120	1	0	1	7.03	14.77	7.74
ENSG00000232640	AL354892.2	1	0	1	0.26	0.75	0.49
ENSG00000130024	PHF10	1	0	1	10.24	17.88	7.64
ENSG00000184786	TCTE3	1	0	1	1.04	1.19	0.15
ENSG00000218358	RAET1K	1	0	1	0.31	0.45	0.14
ENSG00000137409	MTCH1	1	0	1	65.7	73.84	8.14
ENSG00000130023	ERMARD	1	0	1	3.9	6.41	2.51
ENSG00000261071	AL441883.1	1	0	1	5.94	10.37	4.43
ENSG00000112378	PERP	1	0	1	13.54	15.04	1.5
ENSG00000225177	AL590617.2	1	0	1	2.2	2.39	0.19
ENSG00000227508	LINC01624	1	0	1	0.03	0.06	0.03
ENSG00000112149	CD83	1	0	1	0.31	1.11	0.8
ENSG00000227057	WDR46	1	0	1	26.96	37.21	10.25
ENSG00000112159	MDN1	1	0	1	1.44	3.97	2.53
ENSG00000235488	JARID2-AS1	1	0	1	0.22	0.44	0.22
ENSG00000047579	DTNBP1	1	0	1	8.29	14.37	6.08
ENSG00000118412	CASP8AP2	1	0	1	0.91	1.31	0.4
ENSG00000008018	PSMB1	1	0	1	66.3	73.36	7.06
ENSG00000112659	CUL9	1	0	1	12.92	12.93	0.00999999999999979
ENSG00000230873	STMND1	1	0	1	0.07	0.1	0.03
ENSG00000071994	PDCD2	1	0	1	20.15	24.11	3.96
ENSG00000112367	FIG4	1	0	1	4.84	5.67	0.83
ENSG00000164442	CITED2	1	0	1	21.16	41.83	20.67
ENSG00000146476	ARMT1	1	0	1	2.86	5.75	2.89
ENSG00000124733	MEA1	1	0	1	76.09	87.41	11.32
ENSG00000213588	ZBTB9	1	0	1	2.67	4.42	1.75
ENSG00000112290	WASF1	1	0	1	3.47	8.84	5.37
ENSG00000277583	AC106873.7	1	0	1	0.31	4.13	3.82
ENSG00000273596	AC106873.3	1	0	1	0.58	1.18	0.6
ENSG00000273270	AC090114.2	1	0	1	0.57	2.52	1.95
ENSG00000165055	METTL2B	1	0	1	11.45	17.54	6.09
ENSG00000106460	TMEM106B	1	0	1	5.06	7.21	2.15
ENSG00000205628	LINC01446	1	0	1	0.18	0.96	0.78
ENSG00000146858	ZC3HAV1L	1	0	1	3.34	6.86	3.52
ENSG00000239969	AC091390.4	1	0	1	5.4	6.57	1.17
ENSG00000122644	ARL4A	1	0	1	0.98	1.43	0.45
ENSG00000091732	ZC3HC1	1	0	1	9.4	15.42	6.02
ENSG00000197008	ZNF138	1	0	1	9.87	11.51	1.64
ENSG00000196247	ZNF107	1	0	1	2.94	8.87	5.93
ENSG00000235944	ZNF815P	1	0	1	2.76	3.15	0.39
ENSG00000270948	MTDHP1	1	0	1	0.12	0.24	0.12
ENSG00000152926	ZNF117	1	0	1	0.23	0.62	0.39
ENSG00000122674	CCZ1	1	0	1	26.43	37.97	11.54
ENSG00000227191	TRGC2	1	0	1	0.04	0.21	0.17
ENSG00000106031	HOXA13	1	0	1	0.25	0.47	0.22
ENSG00000229043	AC091729.3	1	0	1	5.81	7.54	1.73
ENSG00000281332	LINC00997	1	0	1	0.09	0.31	0.22
ENSG00000237004	ZNRF2P1	1	0	1	0.58	1	0.42
ENSG00000205060	SLC35B4	1	0	1	5.78	11.31	5.53
